is_goal,play_pattern.name,position.name,shot.type.name,shot.technique.name,shot.body_part.name,location.x,location.y,location.x.GK,location.y.GK,DistToGoal,DistToKeeper,AngleToGoal,AngleToKeeper,AngleDeviation,avevelocity,DistSGK,density,density.incone,distance.ToD1,distance.ToD2,AttackersBehindBall,DefendersBehindBall,DefendersInCone,InCone.GK,DefArea
0,Regular Play,Left Back,Open Play,Normal,Left Foot,102.7,19.9,118.5,36.9,26.519803920843756,3.443835071544514,40.71846376492939,25.820991974189273,14.897471790740116,24.162107185389008,23.20861908860585,0.5737145420530033,0.06762779992812971,5.457105459856901,9.013878188659973,3,7,1,2,42.93000000000004
0,From Corner,Right Back,Open Play,Normal,Head,107.4,40.7,119.3,40.2,12.619429464123957,0.7280109889280554,93.17983011986428,105.94539590092302,12.76556578105874,7.507406459452969,11.910499569707385,2.4477732443557763,0.8438241772353212,1.2727922061357784,1.9416487838947527,5,7,2,3,41.400000000000034
0,From Corner,Left Center Back,Open Play,Volley,Right Foot,114.5,38.1,119.3,39.6,5.818934610390461,0.8062257748298567,70.94229548987168,60.25511870305798,10.687176786813701,13.403121844164367,5.02891638427206,0.35311227577322496,0.35311227577322496,2.831960451701254,-3.4132096331751995,1,1,1,1,25.959999999999944
0,Regular Play,Right Wing,Open Play,Half Volley,Left Foot,97.5,44.8,119.1,40.8,23.00630348404541,1.2041594578792318,102.04257514288497,131.6335393365699,29.590964193684925,20.722703422906278,21.967248348393564,0.6402413101692426,0.17231137919889447,5.803447251418761,7.220110802473879,2,5,1,1,35.42000000000005
0,From Keeper,Center Forward,Open Play,Normal,Right Foot,108.6,52.9,118,43.6,17.21540008248429,4.118252056394801,138.53229458389086,150.94539590092288,12.413101317032016,35.62106327440113,13.223085872821066,0.7432941462471668,0.7432941462471668,1.34536240470737,-8.988882021697691,0,1,1,2,424.40999999999985
0,From Corner,Center Forward,Open Play,Half Volley,Right Foot,103.4,36.3,119.1,42.3,17.007351351694943,2.4698178070456933,77.43465162009271,158.62937773065667,81.19472611056396,25.114755638649413,16.807438829280315,0.85656252574313,0.47584359404979015,5.099019513592781,5.385164807134504,4,9,4,1,129.87000000000006
0,From Corner,Center Forward,Open Play,Normal,Right Foot,103,18.5,118,37.8,27.408940147331492,2.973213749463703,38.333340109098636,42.273689006093704,3.9403488969950686,23.023264658893194,24.44360857156733,0.5526156593324836,0,3.1320919526731648,11.76520293067655,1,5,0,1,30.549999999999933
1,From Throw In,Right Wing,Open Play,Volley,Right Foot,112.8,46.9,116,43.1,9.972462083156797,5.060632371551999,133.78112476486868,127.77568430595468,6.005440458913995,15.598456457309233,4.9678969393496875,0.2932181559538375,0.12184254470714483,8.207313811473277,13.218547575282237,1,4,1,1,87.97999999999995
1,From Free Kick,Right Wing,Free Kick,Normal,Left Foot,99.6,29.6,119.2,41.4,22.898034850178743,1.6124515496597074,62.98733465206146,150.25511870305783,87.26778405099637,20.621919697029796,22.87793696992804,0.9176913378056945,0.5064763065546756,9.126883367283716,9.679876032264056,5,10,5,2,12.840000000000034
0,Regular Play,Right Wing,Open Play,Normal,Right Foot,97.9,48,119.2,42.1,23.50340400878136,2.2472205054244236,109.8997975591438,159.14554196042175,49.245744401277946,22.028820374889776,22.102036105300343,1.028964218067073,0.13496272169648613,2.202271554554513,3.255764119219943,2,5,1,2,139.11999999999983
0,From Corner,Right Back,Open Play,Normal,Head,113.2,43.3,119.2,42.2,7.5584389922787585,2.3409399821439267,115.88702626632667,160.01689347810012,44.129867211773444,9.18785955548859,6.099999999999999,0.1527652541335182,0,6.545991139621258,-2.1931712199461333,3,1,0,1,14.16000000000003
